  0.0500706136  0.00716534397
  0.100141227  0.00716534443
  0.150211841  0.00762906298
  0.200282454  0.00840192661
  0.250353068  0.00840192661
  0.300423682  0.00824735407
  0.350494295  0.00778363552
  0.400564909  0.00902021956
  0.450635523  0.0097930897
  0.500706136  0.0105659589
  0.55077672  0.012111689
  0.600847363  0.0127299782
  0.650918007  0.0127299782
  0.700988591  0.0142757092
  0.751059175  0.0145848589
  0.801129818  0.0148940003
  0.851200461  0.0155122895
  0.901271045  0.0152031444
  0.951341629  0.0161305871
  1.00141227  0.0156668685
  1.05148292  0.0156668723
  1.10155344  0.0162851624
  1.15162408  0.0164397322
  1.20169473  0.0156668704
  1.25176537  0.0159760136
  1.30183601  0.0162851606
  1.35190654  0.0172125958
  1.40197718  0.0175217427
  1.45204782  0.0167488791
  1.50211835  0.0169034544
  1.55218899  0.0175217483
  1.60225964  0.0181400422
  1.65233028  0.0182946138
  1.70240092  0.0192220453
  1.75247145  0.0187583305
  1.80254209  0.0189128965
  1.85261273  0.0196857601
  1.90268326  0.0206131954
  1.9527539  0.0206131954
  2.00282454  0.0203040503
  2.05289507  0.0203040447
  2.10296583  0.0195311848
  2.15303636  0.0187583212
  2.20310688  0.0181400348
  2.25317764  0.0181400385
  2.30324817  0.0175217465
  2.35331893  0.0176763143
  2.40338945  0.0182946082
  2.45345998  0.0182946101
  2.50353074  0.017985465
  2.55360126  0.017058026
  2.60367203  0.0164397378
  2.65374255  0.0152031584
  2.70381308  0.014430292
  2.75388384  0.0144302892
  2.80395436  0.0144302929
  2.85402489  0.0139665753
  2.90409565  0.0136574218
  2.95416617  0.0138119943
  3.0042367  0.0128845563
  3.05430746  0.0131937051
  3.10437799  0.0130391298
  3.15444875  0.0135028483
  3.20451927  0.0136574209
  3.2545898  0.013348273
  3.30466056  0.0127299819
  3.35473108  0.0122662615
  3.40480185  0.0125754131
  3.45487237  0.0125754084
  3.50494289  0.0122662652
  3.55501366  0.0121116908
  3.60508418  0.012575414
  3.65515471  0.0118025476
  3.70522547  0.0119571174
  3.75529599  0.0110296812
  3.80536652  0.0105659636
  3.85543728  0.0105659608
  3.9055078  0.01133883
  3.95557857  0.0110296803
  4.00564909  0.0104113892
  4.05571985  0.0107205361
  4.10579014  0.0107205361
  4.1558609  0.0107205333
  4.20593166  0.0107205333
  4.25600195  0.0107205305
  4.30607271  0.0101022394
  4.35614347  0.0104113854
  4.40621376  0.00963851903
  4.45628452  0.00902021956
  4.50635529  0.00948394462
  4.55642605  0.00917479303
  4.60649633  0.00855650008
  4.6565671  0.00855650008
  4.70663786  0.0097930925
  4.75670815  0.00963851623
  4.80677891  0.0094839409
  4.85684967  0.0105659533
  4.90691996  0.0107205268
  4.95699072  0.0122662634
  5.00706148  0.0116479667
  5.05713177  0.0116479713
  5.10720253  0.0108751068
  5.15727329  0.00902022049
  5.20734406  0.00886564609
  5.25741434  0.00855650008
  5.3074851  0.00809278153
  5.35755587  0.00855650008
  5.40762615  0.008247355
  5.45769691  0.00701077236
  5.50776768  0.00747449044
  5.55783796  0.00716534443
  5.60790873  0.00670162588
  5.65797949  0.00747449044
  5.70804977  0.00793820806
  5.75812054  0.00840192661
  5.8081913  0.00886564516
  5.85826159  0.00855650008
  5.90833235  0.00886564609
  5.95840311  0.00886564609
  6.0084734  0.00840192754
  6.05854416  0.00840192754
  6.10861492  0.008247355
