  0.0500638075 -0.00544664916
  0.100127615 -0.00626201648
  0.150191426 -0.00658816285
  0.20025523 -0.0064250892
  0.250319034 -0.00560972327
  0.300382853 -0.00479435641
  0.350446641 -0.00414206274
  0.40051046 -0.00414206274
  0.450574279 -0.00397898909
  0.500638068 -0.00300054927
  0.550701857 -0.00348976906
  0.600765705 -0.00267440197
  0.650829494 -0.00185903511
  0.700893283 -0.00234825537
  0.750957131 -0.00202210853
  0.80102092 -0.00169596169
  0.851084709 -0.0026744022
  0.901148558 -0.00218518218
  0.951212347 -0.00234825513
  1.00127614 -0.00218518195
  1.05133998 -0.00120674202
  1.10140371 -0.00153288862
  1.15146756 -0.00071752182
  1.20153141 -0.000880594947
  1.25159514 -0.000880595064
  1.30165899 -0.00169596204
  1.35172284 -0.00136981497
  1.40178657 -0.00136981532
  1.45185041 -0.000228301578
  1.50191426 -0.000717521762
  1.55197799 -0.000554448226
  1.60204184  0.000260918488
  1.65210569  0.00107628515
  1.70216942  0.000750138424
  1.75223327  0.000750138424
  1.80229712  0.00107628515
  1.85236084  0.00156550528
  1.90242469  0.00140243163
  1.95248854  0.00140243163
  2.00255227  0.00107628491
  2.05261612  0.000913211494
  2.10267997  0.00123935833
  2.15274382  0.000750138133
  2.20280743  0.00189165154
  2.25287127  0.00172857812
  2.30293512  0.00221779826
  2.35299897  0.00287009217
  2.40306282  0.00319623901
  2.45312667  0.00417467905
  2.50319028  0.00515311956
  2.55325413  0.00499004638
  2.60331798  0.00531619275
  2.65338182  0.00466389954
  2.70344567  0.00450082589
  2.75350952  0.00466389954
  2.80357313  0.00482697273
  2.85363698  0.00499004638
  2.90370083  0.00499004638
  2.95376468  0.00645770645
  3.00382853  0.00629463326
  3.05389237  0.00792536698
  3.10395598  0.00792536698
  3.15401983  0.00890380703
  3.20408368  0.00922995433
  3.25414753  0.010208399
  3.30421138  0.0108606955
  3.35427499  0.0121652884
  3.40433884  0.0124914376
  3.45440269  0.0126545113
  3.50446653  0.0137960287
  3.55453038  0.0141221741
  3.60459423  0.015100617
  3.65465784  0.0172205735
  3.70472169  0.0183620844
  3.75478554  0.0190143753
  3.80484939  0.0208081771
  3.85491323  0.0216235444
  3.90497708  0.0239065662
  3.95504069  0.02488501
  4.00510454  0.0257003736
  4.05516863  0.0270049572
  4.10523224  0.0283095464
  4.15529585  0.0292879883
  4.20535994  0.0296141338
  4.25542355  0.0304294992
  4.30548763  0.0302664246
  4.35555124  0.0305925682
  4.40561485  0.032060232
  4.45567894  0.0330386721
